source,dynamics_rms_mean,dynamics_rms_std,rhythm_attacktime_mean,rhythm_tempo_mean,rhythm_tempo_std,rhythm_pulseclarity_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,spectral_centroid_mean,spectral_centroid_std,spectral_brightness_mean,spectral_brightness_std,spectral_spread_mean,spectral_spread_std,spectral_skewness_mean,spectral_skewness_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_flatness_mean,spectral_flatness_std,spectral_novelty_mean,spectral_novelty_std,spectral_roughness_mean,spectral_irregularity_mean,spectral_inharmonicity_mean,spectral_mfcc_mean_1,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_std_1,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,pitch_pitch_mean,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std,tonal_hcdf_mean,tonal_hcdf_std,category_Breaking Sound,category_Daily Routine Sound,category_Electric sound,category_Music,category_Nature,category_People,category_Scenarios,category_Sound Effect,category_Transport,BE_Classification_FH,BE_Classification_FS,BE_Classification_H,BE_Classification_HF,BE_Classification_HS,BE_Classification_S,BE_Classification_U,emotion_types
0,-0.0821522099691591,-0.4700823734382774,-0.0847798661050753,-0.4508734606866021,-1.3584203366241123,-0.2407620771143188,-0.2270908534238054,-0.0771244972457272,2.1324123395457453,0.5699721134693237,0.9878408332585852,-0.1662860272079547,2.8577604947678537,-0.5690243195555449,-1.3059849076559504,-1.0549467397229098,-1.0461317984729854,-0.8325574781854588,2.4026490996826237,-0.3738752011065893,2.750405243965005,0.2344914620863191,1.3261297986342282,0.2928115887934645,2.452757135876346,0.9575738498418994,-0.2886211121461288,-0.2331739909504984,-0.4331641179372405,2.1180404832294975,0.5266453610962862,-0.5672110439214404,0.8123097774628353,-0.0611214370351046,0.4795068810115552,-0.1916050658967608,0.0542805383917241,0.0455892567971263,0.1133534330899932,-0.2539098585734445,0.5399546566456067,0.0201017734336839,0.2632145431537116,0.4877211897561883,-0.7107224194226065,-0.715095360962725,-0.5926165657680695,-0.6107702419651689,-0.3371446876936405,-0.1485428394306353,1.4664942554967575,1.1419673690987833,0.8609583697997025,1.4759774988390268,0.5112939019163004,0.7323048451038496,0.4925562630114666,-0.0815838271743558,-1.2810375359279038,-0.404138123241178,-0.693322503918449,-0.2909418532427993,-0.2141085270341889,-0.7441441282881501,0.22967836754689,0.1218998593204672,-0.5329714456012536,-0.7006921701142261,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,"Negative Arousal, Positive Valence"
0,-0.3204494380624398,-0.5412168793741884,-0.26686152389549,-0.2557380658479639,0.8929621944117264,-0.5385741672490815,0.0784822536381405,-0.6899263657358498,-0.1091983004621223,-0.2610248937084671,0.8334792746162036,0.8238257674929879,-1.0427946833276065,-0.3552695631124877,0.3725285731213343,0.9193560992772952,0.4925641165412779,0.5297146678324487,-0.5904651041369455,-0.1978251606105792,-0.3644175446612712,-0.3236366138017602,0.2461457114965081,-0.253626385743876,-0.666168461107544,-0.6357638924509337,-0.352329500800814,-0.307609638309475,-0.0656408138723528,-0.1365649354995169,0.6881880017065517,-0.4200292780803881,-1.4560054336822068,-0.4383142339962357,-0.1732673322583229,-0.2184704496854746,-0.2261763877674435,-0.2461410621895081,0.0321513194877959,-0.2290671939284283,-0.2177004032654062,-0.3628004544817133,0.0737771800397153,0.1151356873024547,0.2894569239661689,-0.3168772841633792,0.5520639473622788,-0.2089697469037196,-0.0941579675430175,-0.3051886457659218,-0.2950753967492177,-0.5911332051567029,-0.3610030882383561,-0.2219705692618231,-0.424759093648159,-0.5007510702923011,0.0274992069669585,0.0167510689126061,0.3211671125902709,0.0648828339075456,-0.426049722017893,0.080087973767774,0.4911964881994977,-0.0648104691582747,0.3503495430799278,1.6683648726844351,0.5245979226565909,-0.7017614063745987,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Positive Arousal, Negative Valence"
0,-0.4435386840398181,-0.5696449549832956,0.1399232190601811,0.530117125304188,-0.5841247148925078,0.35272887574952,1.1989167758165378,-0.1571973879372978,0.0296991727735478,-0.5486127979447568,0.7940636091701087,-0.0155282642287988,-0.6571652601730231,-0.9039245214421744,-0.2106360559785844,-0.0886143349847417,-0.1692968147456,-0.3044822509625837,-0.3562181159054642,-0.4297825096367403,-0.1292307062221696,-0.6236045616963694,-0.1336182946731766,-0.6480177808073004,-0.6335672846558532,-0.7833600137964155,-0.5940037979095959,-0.8510535879841233,-0.4375479433798921,2.310631155068677,-1.0639632225620304,-0.683949207933072,-0.1867978876137014,0.2706241459024037,-0.2175952990013028,-0.2738641616158677,-0.1817411097760703,-0.4767176797342242,0.4764533033441297,0.3664287555273274,0.2031920128227069,-0.5082398747212382,-0.9476147434507136,0.0672063853081012,-0.231676230553954,-0.2056059526324249,0.1257886524126545,0.9989872235757894,-0.3146208087902074,-0.2402073980767295,0.926855017638048,-0.0937001629964395,1.190920432990471,0.4483313635767216,-0.1534769934614106,0.3532577259991407,-0.1365271547503081,-0.0809814899629062,-0.2303012935059665,-0.3761625786887321,-0.6090839901366323,-0.2050184955672808,-0.0546040740341394,0.1286157471417508,0.1786368216490721,-1.6454947379257023,-0.9129504339141812,-0.926581476465376,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,"Positive Arousal, Negative Valence"
0,-0.2742163901989944,-0.3506673047031889,-0.2048105657279007,-0.2298463571212917,0.841304752435796,-0.2892235860511108,0.3840553607000865,-0.3827943457791453,0.1086381171928916,-0.496984209253935,0.8358172130010597,-0.2811709125773181,-0.5630997285863143,-0.3858351386048407,-0.3296248834965462,-0.5874137152039672,-0.2858147116543253,-0.5359428825639437,-0.3061020415217864,-0.685349700014685,-0.0586766721776705,-0.765554317520447,0.0970706939300807,-0.9671025388013508,-0.5562622681339108,-0.4453026409607404,0.2624743067469218,0.5136100618438006,-0.3841164764688309,1.396281891224836,-0.1773513756249999,-0.5894340787039688,-0.1929995906199596,0.2700431771085248,-0.5274083525418685,-0.3234393957222585,-0.3573231550635452,-0.1872279501449575,0.7049169548465598,0.0517927516102516,-0.4219885306532773,-1.04556758164333,-0.6541859074989733,-0.0748984607188146,-0.5616917417710742,-0.5163022901019537,-0.569972640702863,0.051127987038738,-0.2927831610867806,-0.4542186723374618,0.5559599770964451,0.1117985920817018,0.8133489914961889,0.1587182692185392,0.2456450436055703,0.3217456164430103,0.2159708207816019,-0.0313030113805049,-0.0125499031606001,-0.177734026143534,-0.4255257742272361,-0.1870920166204134,1.167446654202435,-1.0906794339174763,-0.7458932911465733,0.0050608849458959,-0.3614202436930721,-0.97726502805336,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,"Positive Arousal, Negative Valence"
0,-0.1122203416378525,-0.8855267543985189,0.0078754107967547,0.1028846629143591,-0.3144104298228282,0.1073535468916691,1.402631976809097,0.036502315114857,0.020799555588127,-0.7115826230059354,0.7375949882161638,-0.7103042430755302,-0.6450570859714977,-1.0735217802411765,-0.4051220242551885,-0.7605347946810931,-0.2994097556023755,-0.5405210098898922,-0.393235305152406,-0.9986712657670768,0.0625109423040713,-0.679322278399848,0.2439740013640598,-1.1125249233478682,-0.647275665113009,-0.8789473085517935,-0.5735094219128754,-0.5766157589117284,-0.3160806078789266,1.5088607426203555,0.3329237893480111,-0.4522956501952422,-0.1822980116375907,-0.0187145309689395,-0.0616639339983961,0.045579529806164,-0.3639611504537993,0.2669553780838555,-0.1055192843170359,-0.1254239723549091,0.010936191556909,0.2357277885859176,-0.301252674736079,-0.9690505971496984,-0.744849887307624,-0.7329798850321219,-0.5207123263265844,-0.1743880827478587,-0.2404580320862992,-0.4256033346558338,-0.2461274601721477,0.261019710203886,0.1793249709958658,-0.3033817491965758,-0.148802772734528,0.0214617560506814,-0.478973993468707,-0.1943987186063994,-1.4608709186068318,-0.0166884409672555,-0.8564383574103517,-0.437630378267647,-0.0205037719429595,-0.5728294397520358,1.462425549610438,1.0921640249855686,-0.3684071020578198,-1.0550212911847092,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Positive Arousal, Negative Valence"
0,-0.0086538742750804,-0.2251421292195366,-0.2910361279598766,0.0597619843069564,1.4529308200288094,-0.8747098570307565,-0.7363797726245247,0.963476544155509,-0.6911362228709118,-0.1318119031275323,-0.505480265269887,1.1740149991338718,-1.052941116336818,-0.4895987493826311,1.0693181078381302,2.007280278338863,1.3667290033487445,1.5747200897341698,-0.8946471275498667,-0.3330557339749157,-0.6599378475863894,-0.1891580103968442,-0.4096555355336775,0.2411351207633487,-0.7622894042008973,-0.7414027684051473,0.507362869260015,0.7592507326024289,-0.4381465415698658,0.9587070204539286,-0.5499297450517566,0.7175349995720467,-0.5275521632102866,0.1749417336573292,0.0373889090938916,-0.1702791751285114,-0.070555011173499,-0.09401003424713,0.0087548566415629,-0.2358408483220649,-0.1002877338414946,-0.3938911935393635,-0.4564643041766563,-0.8253511402634324,1.2441231739008072,-0.2073494843531111,-0.2069228054540325,0.2903081926384722,0.8565876894528274,1.2216628697300542,0.8345625639638933,0.1053785881784047,-0.0836466822795961,0.5582900685535638,0.6639475036552759,1.0985650579820836,0.5352607959075817,0.0241665092491166,-0.031759330167039,-0.2913317736975841,-0.726243231852259,-0.9231830980057484,0.3738099678418289,-1.3102224098069124,-0.6244349980611372,-1.77827968683681,-1.3086655897152797,-1.1903410277433246,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Positive Arousal, Negative Valence"
0,-0.1407066703484327,-0.1805061914984496,-0.181029044656431,-0.4980326699490462,1.6237813254380484,-0.9744771781119216,-0.634521866555138,0.4494013589778696,-0.5372021385531137,-0.4475334976244531,-0.1784323210672019,0.4799520637606904,-0.955238503282382,-0.8293489727129476,0.422169450348197,0.6911159259460511,0.5183448058424449,0.3067009507248533,-0.7114708615754848,-0.770860172901626,-0.49960928725171,-0.4066147170320845,-0.1194561680043654,-0.129742319206912,-0.7217108898383132,-0.8081322977832232,0.4662917002049248,0.3438919307069243,-0.4036631575304933,0.7790106688971788,-0.142256512346011,0.2715213995488229,-0.3744149095527757,0.1447857327652061,-0.0607950494098673,-0.2116018194568891,-0.4670076325170807,-0.065914570211329,-0.1137084309969209,-0.3209394316547779,-0.2166368223980553,-0.3885058615206347,-0.6039246909917416,-0.8501674297068865,0.176785843815297,-0.3890143229243464,-0.5271192432186999,-0.2756381725458121,0.4251142883262767,0.3065505486640278,0.5877911068396169,0.0408340968812152,-0.0403980360887356,0.4727266521808771,1.006438938915701,0.9302509177395116,0.4951586371439971,0.1334151819530557,0.1819262007929008,-0.4582875979707092,-0.7321423672124533,-0.7138549396247952,0.5950777230988623,-1.348437617596487,-1.562164466735459,-1.1355180694366214,-1.217458762953843,-1.1835575124521092,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Positive Arousal, Negative Valence"
0,-0.1056156205145031,-0.771707257106852,-0.1007558820314818,-0.7899898518107844,-0.0997681416065392,0.4900884042242199,2.013778190932989,0.3104545950159337,0.6243630727136693,0.298179035536149,0.4704484829480048,-0.0127439992368415,1.4714837122308126,0.9464260697625212,-0.6136377082585767,-0.7034677125469088,-0.7776683392947445,-0.6397130653734086,1.4778588706142628,1.1493405796076352,0.5686484569264887,0.5929561853979514,0.2501578539445921,-0.3079370365521386,0.7662419925305554,0.54195717949779,0.6355214001242264,1.3503966136461405,-0.4065971130332301,2.4681350801576865,-0.6253940688603069,-0.390332273933007,-0.1080838576267522,-0.3218552710748287,0.0221075737908764,-0.1399709483057461,0.6858704334439963,0.4914136889320897,0.7459596285392645,0.1581603185381734,0.0008593323013327,0.1732685738888172,-0.0153154159207604,0.3147198106604669,-0.5284641838496755,-0.616729209635103,-0.6201250018069191,-0.4389358859112013,-0.0217163029617058,0.4760241138344149,1.6296279043014612,1.665432207908032,2.0679939164795886,2.476846386639367,1.4143855823549858,-0.0343650427903901,1.754374954694764,-0.2552070503292497,-0.9747756225668568,-0.0312098025450814,-0.71367555110544,1.0652789326216223,0.5969987647770428,-0.459243051246254,-1.2163776712165533,-1.0795599002186955,-0.8719464774878626,-1.1243726561709997,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,"Positive Arousal, Positive Valence"
0,-0.0744929535404011,-0.5749618198030985,-0.2720839122299567,1.3998066826940343,1.1975858926089773,0.1277309477288418,1.8100629899404297,0.129270723923942,0.0233774555583779,-0.4995586947458152,0.3105960619721756,-0.2285584905646601,0.2044160375520635,-0.1555424207619406,-0.3173591420862266,-0.8008266534423147,-0.5318371594356508,-0.5825010075365965,0.2284302731016899,-0.0358592331934719,-0.0612407045350046,-0.5191947701050621,0.0251926098429593,-0.6771487432950417,-0.0380427816183507,-0.1941752332672525,-0.4256532133145503,-0.8882562392935834,-0.4077100933956241,2.066210836198229,0.1763447132266133,-0.199518737761969,-0.1600725130112745,-0.2918833867298626,0.0606440375194742,-0.2490028389704712,0.2793317937090498,0.4226058639459522,0.4236808541646225,0.1146209441183167,0.9294740654356682,0.6553936729744512,0.0259098971203156,0.5906051791474212,-0.7224315420374712,-0.7061873604683894,-0.6472159775544444,-0.7306247053128115,-0.292395772506132,-0.4736512667198823,1.1756796360985022,2.615629429453906,0.1003913149769288,3.154841111076095,1.9883315336086205,-0.4910949568079037,0.7563175468111893,-0.2098309804000588,-0.437100187202356,0.0003684944188111,-0.5752559536478908,0.6882317838800848,0.0340973070006558,-0.8676773941787457,-0.5282250141564724,-0.2080850438195263,-0.7642661313902381,-1.0930668207443563,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,"Negative Arousal, Positive Valence"
0,-0.3311612966910654,-0.5676940086179647,-0.0019797413828036,1.143837262407827,1.4841573204955116,0.7828552422407724,1.3007746818859247,0.2531376726804248,0.0896893196829762,0.1421243717991828,-0.1016384540843499,-0.5417543477087442,0.7547637732583709,1.880862280506823,-0.3005857863069506,-0.2980010788375507,-0.5259924161249486,-0.3172378716691396,0.6789000055902042,1.797939892738042,0.0035490672973737,0.2310517317749135,0.0838655920654006,-0.4750139530543042,0.231367464338077,0.8252820714830317,0.5381868503167448,0.7590383194220321,-0.4417006015661741,2.2677526111080857,-0.0910397842520061,0.0375293173333697,0.042242802905212,-0.1952479567096076,-0.1209719378476365,-0.2499348187726826,0.3765844560021307,-0.0527925863028915,-0.2450656058600827,-0.4503426004243504,0.0706736915743607,-0.3658713149854434,-0.2366119123297196,1.1875506605298007,-0.638275256027935,-0.7205442148263542,-0.6961203521033832,-0.5847142054750625,-0.3373992573323526,0.0777233252758891,-0.090258295400656,0.1165329785218047,0.1370768390992505,1.6095471011345228,0.915194926726456,-0.2989170294959615,0.4702014425943192,-0.3318004413553219,0.1422918095796735,-0.3271393283043538,-0.6377046441492656,0.0243465977916141,1.547675171418523,-0.3821340633330322,-3.2241934523761464,0.7062209526276493,-0.6078396344621153,-1.0639169863017426,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,"Negative Arousal, Positive Valence"
