source,description,category,fname,BE_Classification,arousal,valence,dominance,dynamics_rms_mean,dynamics_rms_std,rhythm_attacktime_mean,rhythm_tempo_mean,rhythm_tempo_std,rhythm_pulseclarity_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,spectral_centroid_mean,spectral_centroid_std,spectral_brightness_mean,spectral_brightness_std,spectral_spread_mean,spectral_spread_std,spectral_skewness_mean,spectral_skewness_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_flatness_mean,spectral_flatness_std,spectral_novelty_mean,spectral_novelty_std,spectral_roughness_mean,spectral_irregularity_mean,spectral_inharmonicity_mean,spectral_mfcc_mean_1,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_std_1,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,pitch_pitch_mean,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std,tonal_hcdf_mean,tonal_hcdf_std
Expanded,LightMusic24,Music,1,H,4.181818182,6.545454545,5.73,-0.08215220996915913,-0.4700823734382774,-0.08477986610507537,-0.4508734606866021,-1.3584203366241123,-0.24076207711431882,-0.22709085342380542,-0.0771244972457272,2.1324123395457453,0.5699721134693237,0.9878408332585851,-0.1662860272079547,2.8577604947678537,-0.5690243195555449,-1.3059849076559504,-1.0549467397229098,-1.0461317984729854,-0.8325574781854588,2.4026490996826237,-0.37387520110658934,2.750405243965005,0.23449146208631919,1.3261297986342282,0.29281158879346453,2.452757135876346,0.9575738498418994,-0.2886211121461288,-0.23317399095049848,-0.4331641179372405,2.1180404832294975,0.5266453610962862,-0.5672110439214404,0.8123097774628353,-0.06112143703510461,0.47950688101155525,-0.19160506589676085,0.05428053839172417,0.04558925679712632,0.11335343308999324,-0.25390985857344456,0.5399546566456067,0.020101773433683964,0.2632145431537116,0.48772118975618833,-0.7107224194226065,-0.715095360962725,-0.5926165657680695,-0.6107702419651689,-0.3371446876936405,-0.14854283943063532,1.4664942554967577,1.1419673690987833,0.8609583697997025,1.4759774988390268,0.5112939019163004,0.7323048451038496,0.4925562630114666,-0.0815838271743558,-1.2810375359279038,-0.40413812324117804,-0.693322503918449,-0.29094185324279936,-0.21410852703418892,-0.7441441282881501,0.22967836754689,0.12189985932046726,-0.5329714456012536,-0.7006921701142261
Expanded,Sci-Fi4,Sound Effect,2,F,6.181818182,3.227272727,3.55,-0.32044943806243986,-0.5412168793741884,-0.26686152389549006,-0.2557380658479639,0.8929621944117264,-0.5385741672490815,0.07848225363814057,-0.6899263657358498,-0.10919830046212231,-0.2610248937084671,0.8334792746162036,0.8238257674929879,-1.0427946833276063,-0.3552695631124877,0.3725285731213343,0.9193560992772952,0.4925641165412779,0.5297146678324487,-0.5904651041369455,-0.19782516061057928,-0.36441754466127124,-0.32363661380176023,0.24614571149650813,-0.253626385743876,-0.666168461107544,-0.6357638924509337,-0.352329500800814,-0.307609638309475,-0.06564081387235289,-0.13656493549951695,0.6881880017065517,-0.42002927808038815,-1.4560054336822068,-0.4383142339962357,-0.1732673322583229,-0.21847044968547466,-0.22617638776744353,-0.24614106218950815,0.03215131948779598,-0.22906719392842834,-0.2177004032654062,-0.36280045448171333,0.07377718003971531,0.11513568730245477,0.2894569239661689,-0.31687728416337924,0.5520639473622788,-0.2089697469037196,-0.09415796754301752,-0.3051886457659218,-0.2950753967492177,-0.5911332051567029,-0.3610030882383561,-0.22197056926182318,-0.424759093648159,-0.5007510702923011,0.02749920696695853,0.01675106891260618,0.3211671125902709,0.06488283390754565,-0.426049722017893,0.08008797376777403,0.4911964881994977,-0.06481046915827478,0.3503495430799278,1.6683648726844351,0.5245979226565909,-0.7017614063745987
Expanded,Suspense Thriller1,Sound Effect,3,FS,5.227272727,4.227272727,4.23,-0.44353868403981817,-0.5696449549832956,0.1399232190601811,0.530117125304188,-0.5841247148925078,0.35272887574952,1.1989167758165378,-0.15719738793729784,0.029699172773547857,-0.5486127979447568,0.7940636091701087,-0.01552826422879885,-0.6571652601730231,-0.9039245214421745,-0.21063605597858445,-0.08861433498474176,-0.1692968147456,-0.3044822509625837,-0.35621811590546426,-0.42978250963674036,-0.12923070622216964,-0.6236045616963694,-0.13361829467317665,-0.6480177808073004,-0.6335672846558532,-0.7833600137964155,-0.5940037979095959,-0.8510535879841233,-0.4375479433798921,2.310631155068677,-1.0639632225620304,-0.683949207933072,-0.18679788761370142,0.2706241459024037,-0.2175952990013028,-0.27386416161586774,-0.18174110977607036,-0.47671767973422424,0.4764533033441297,0.3664287555273274,0.20319201282270696,-0.5082398747212382,-0.9476147434507135,0.06720638530810126,-0.231676230553954,-0.2056059526324249,0.12578865241265458,0.9989872235757894,-0.31462080879020743,-0.2402073980767295,0.9268550176380481,-0.09370016299643957,1.190920432990471,0.44833136357672165,-0.1534769934614106,0.35325772599914074,-0.13652715475030813,-0.08098148996290624,-0.23030129350596656,-0.3761625786887321,-0.6090839901366323,-0.20501849556728088,-0.05460407403413946,0.12861574714175086,0.17863682164907219,-1.6454947379257023,-0.9129504339141812,-0.9265814764653759
Expanded,Suspense Thriller2,Sound Effect,0003_b,FS,5.5,4.5,4.86,-0.2742163901989944,-0.3506673047031889,-0.20481056572790077,-0.22984635712129178,0.841304752435796,-0.28922358605111087,0.38405536070008656,-0.3827943457791453,0.10863811719289167,-0.49698420925393505,0.8358172130010597,-0.28117091257731813,-0.5630997285863143,-0.3858351386048407,-0.32962488349654623,-0.5874137152039672,-0.2858147116543253,-0.5359428825639437,-0.30610204152178644,-0.685349700014685,-0.05867667217767058,-0.765554317520447,0.09707069393008078,-0.9671025388013508,-0.5562622681339108,-0.44530264096074046,0.26247430674692185,0.5136100618438006,-0.3841164764688309,1.396281891224836,-0.1773513756249999,-0.5894340787039688,-0.19299959061995964,0.2700431771085248,-0.5274083525418685,-0.32343939572225855,-0.35732315506354523,-0.18722795014495752,0.7049169548465598,0.05179275161025161,-0.4219885306532773,-1.0455675816433299,-0.6541859074989733,-0.07489846071881465,-0.5616917417710742,-0.5163022901019537,-0.569972640702863,0.05112798703873807,-0.29278316108678065,-0.4542186723374618,0.5559599770964451,0.11179859208170183,0.8133489914961889,0.15871826921853927,0.24564504360557035,0.3217456164430103,0.2159708207816019,-0.03130301138050496,-0.012549903160600114,-0.17773402614353406,-0.42552577422723614,-0.18709201662041344,1.167446654202435,-1.0906794339174763,-0.7458932911465733,0.005060884945895993,-0.3614202436930721,-0.9772650280533599
Expanded,HorrorFilm7,Sound Effect,4,F,6.541666667,4.208333333,3.88,-0.11222034163785251,-0.8855267543985189,0.007875410796754767,0.10288466291435913,-0.31441042982282824,0.10735354689166916,1.402631976809097,0.03650231511485707,0.020799555588127034,-0.7115826230059354,0.7375949882161638,-0.7103042430755302,-0.6450570859714977,-1.0735217802411765,-0.40512202425518856,-0.7605347946810931,-0.2994097556023755,-0.5405210098898922,-0.39323530515240607,-0.9986712657670769,0.06251094230407139,-0.679322278399848,0.24397400136405983,-1.1125249233478682,-0.647275665113009,-0.8789473085517935,-0.5735094219128754,-0.5766157589117284,-0.31608060787892667,1.5088607426203555,0.33292378934801115,-0.4522956501952422,-0.18229801163759074,-0.01871453096893952,-0.06166393399839619,0.04557952980616406,-0.36396115045379934,0.26695537808385555,-0.1055192843170359,-0.1254239723549091,0.010936191556909091,0.23572778858591764,-0.30125267473607903,-0.9690505971496985,-0.744849887307624,-0.7329798850321219,-0.5207123263265844,-0.17438808274785872,-0.24045803208629926,-0.42560333465583383,-0.2461274601721477,0.261019710203886,0.17932497099586586,-0.3033817491965758,-0.14880277273452802,0.02146175605068146,-0.47897399346870706,-0.1943987186063994,-1.4608709186068318,-0.016688440967255514,-0.8564383574103517,-0.437630378267647,-0.020503771942959593,-0.5728294397520358,1.462425549610438,1.0921640249855686,-0.3684071020578198,-1.0550212911847092
Expanded,HorrorFilm18,Sound Effect,6,F,5.181818182,3.772727273,4.36,-0.008653874275080433,-0.22514212921953664,-0.29103612795987666,0.05976198430695649,1.4529308200288094,-0.8747098570307565,-0.7363797726245247,0.963476544155509,-0.6911362228709118,-0.13181190312753238,-0.505480265269887,1.1740149991338718,-1.0529411163368179,-0.48959874938263115,1.0693181078381302,2.007280278338863,1.3667290033487443,1.5747200897341698,-0.8946471275498667,-0.3330557339749157,-0.6599378475863894,-0.1891580103968442,-0.40965553553367756,0.24113512076334873,-0.7622894042008973,-0.7414027684051473,0.507362869260015,0.7592507326024289,-0.4381465415698658,0.9587070204539286,-0.5499297450517566,0.7175349995720467,-0.5275521632102866,0.1749417336573292,0.03738890909389164,-0.17027917512851148,-0.07055501117349905,-0.09401003424713003,0.008754856641562957,-0.2358408483220649,-0.10028773384149463,-0.3938911935393635,-0.45646430417665634,-0.8253511402634324,1.2441231739008072,-0.2073494843531111,-0.20692280545403255,0.29030819263847224,0.8565876894528274,1.2216628697300542,0.8345625639638933,0.10537858817840477,-0.0836466822795961,0.5582900685535638,0.6639475036552759,1.0985650579820836,0.5352607959075817,0.024166509249116678,-0.03175933016703902,-0.2913317736975841,-0.726243231852259,-0.9231830980057483,0.3738099678418289,-1.3102224098069124,-0.6244349980611372,-1.77827968683681,-1.3086655897152795,-1.1903410277433246
Expanded,Suspense Thriller3,Sound Effect,7,F,5.44,3.16,3.24,-0.14070667034843276,-0.18050619149844968,-0.18102904465643102,-0.4980326699490462,1.6237813254380484,-0.9744771781119216,-0.634521866555138,0.4494013589778696,-0.5372021385531137,-0.4475334976244531,-0.17843232106720194,0.4799520637606904,-0.9552385032823819,-0.8293489727129476,0.42216945034819703,0.6911159259460511,0.5183448058424449,0.30670095072485337,-0.7114708615754848,-0.770860172901626,-0.49960928725171,-0.4066147170320845,-0.11945616800436543,-0.129742319206912,-0.7217108898383132,-0.8081322977832232,0.46629170020492483,0.34389193070692436,-0.4036631575304933,0.7790106688971788,-0.142256512346011,0.2715213995488229,-0.37441490955277573,0.1447857327652061,-0.060795049409867394,-0.21160181945688913,-0.4670076325170807,-0.06591457021132908,-0.11370843099692093,-0.3209394316547779,-0.21663682239805537,-0.3885058615206347,-0.6039246909917416,-0.8501674297068865,0.176785843815297,-0.38901432292434646,-0.5271192432186999,-0.2756381725458121,0.4251142883262767,0.30655054866402787,0.5877911068396169,0.04083409688121524,-0.04039803608873568,0.47272665218087717,1.006438938915701,0.9302509177395115,0.4951586371439971,0.13341518195305574,0.18192620079290084,-0.4582875979707092,-0.7321423672124533,-0.7138549396247952,0.5950777230988623,-1.348437617596487,-1.562164466735459,-1.1355180694366214,-1.217458762953843,-1.1835575124521092
Expanded,BGM1,Music,8,FS,5.36,5.44,4.36,-0.1056156205145031,-0.771707257106852,-0.10075588203148184,-0.7899898518107844,-0.09976814160653921,0.49008840422421995,2.013778190932989,0.31045459501593375,0.6243630727136693,0.29817903553614905,0.47044848294800484,-0.012743999236841509,1.4714837122308126,0.9464260697625212,-0.6136377082585767,-0.7034677125469088,-0.7776683392947445,-0.6397130653734086,1.4778588706142628,1.1493405796076352,0.5686484569264887,0.5929561853979514,0.25015785394459217,-0.3079370365521386,0.7662419925305554,0.54195717949779,0.6355214001242264,1.3503966136461403,-0.4065971130332301,2.4681350801576865,-0.6253940688603069,-0.39033227393300707,-0.10808385762675225,-0.3218552710748287,0.022107573790876474,-0.13997094830574613,0.6858704334439963,0.4914136889320897,0.7459596285392645,0.15816031853817347,0.0008593323013327325,0.17326857388881728,-0.015315415920760488,0.3147198106604669,-0.5284641838496755,-0.616729209635103,-0.6201250018069191,-0.43893588591120136,-0.021716302961705843,0.47602411383441495,1.6296279043014612,1.665432207908032,2.0679939164795886,2.476846386639367,1.4143855823549858,-0.03436504279039017,1.754374954694764,-0.25520705032924973,-0.9747756225668569,-0.031209802545081402,-0.71367555110544,1.0652789326216225,0.5969987647770428,-0.45924305124625403,-1.2163776712165533,-1.0795599002186955,-0.8719464774878626,-1.1243726561709997
Expanded,TragedyBGM1,Sound Effect,9,FS,4.681818182,5.545454545,5.45,-0.0744929535404011,-0.5749618198030985,-0.27208391222995676,1.3998066826940343,1.1975858926089773,0.1277309477288418,1.8100629899404297,0.12927072392394204,0.02337745555837796,-0.49955869474581527,0.31059606197217565,-0.22855849056466016,0.20441603755206353,-0.15554242076194066,-0.3173591420862266,-0.8008266534423147,-0.5318371594356508,-0.5825010075365965,0.22843027310168995,-0.03585923319347195,-0.06124070453500463,-0.5191947701050621,0.025192609842959384,-0.6771487432950417,-0.038042781618350785,-0.19417523326725258,-0.4256532133145503,-0.8882562392935834,-0.4077100933956241,2.066210836198229,0.17634471322661338,-0.199518737761969,-0.16007251301127456,-0.29188338672986264,0.060644037519474295,-0.24900283897047126,0.2793317937090498,0.42260586394595223,0.4236808541646225,0.11462094411831672,0.9294740654356682,0.6553936729744512,0.02590989712031563,0.5906051791474212,-0.7224315420374712,-0.7061873604683894,-0.6472159775544444,-0.7306247053128115,-0.292395772506132,-0.4736512667198823,1.1756796360985022,2.615629429453906,0.10039131497692888,3.154841111076095,1.9883315336086205,-0.4910949568079037,0.7563175468111893,-0.20983098040005885,-0.43710018720235605,0.0003684944188111432,-0.5752559536478908,0.6882317838800848,0.03409730700065584,-0.8676773941787457,-0.5282250141564724,-0.20808504381952633,-0.7642661313902381,-1.0930668207443563
Expanded,BGM2,Music,10,S,4.833333333,5.625,4.96,-0.3311612966910654,-0.5676940086179647,-0.001979741382803641,1.143837262407827,1.4841573204955116,0.7828552422407724,1.3007746818859247,0.25313767268042486,0.08968931968297622,0.1421243717991828,-0.10163845408434999,-0.5417543477087442,0.7547637732583709,1.880862280506823,-0.30058578630695065,-0.2980010788375507,-0.5259924161249486,-0.31723787166913964,0.6789000055902042,1.797939892738042,0.003549067297373777,0.23105173177491356,0.08386559206540065,-0.47501395305430427,0.23136746433807703,0.8252820714830317,0.5381868503167448,0.7590383194220321,-0.44170060156617413,2.2677526111080857,-0.09103978425200614,0.03752931733336974,0.042242802905212075,-0.19524795670960765,-0.12097193784763652,-0.24993481877268267,0.37658445600213075,-0.05279258630289151,-0.24506560586008272,-0.4503426004243504,0.07067369157436072,-0.3658713149854434,-0.23661191232971962,1.1875506605298007,-0.638275256027935,-0.7205442148263542,-0.6961203521033832,-0.5847142054750625,-0.3373992573323526,0.07772332527588918,-0.09025829540065605,0.11653297852180478,0.13707683909925053,1.6095471011345228,0.915194926726456,-0.29891702949596155,0.47020144259431923,-0.33180044135532194,0.14229180957967358,-0.3271393283043538,-0.6377046441492656,0.024346597791614136,1.547675171418523,-0.3821340633330322,-3.2241934523761464,0.7062209526276493,-0.6078396344621153,-1.0639169863017426
